,train,val,iou
0,1.3332847957100187,1.1539053239331052,0.48690543411219744
1,1.1335683959225813,1.2139954402841426,0.47664652035246124
2,0.9649555460150753,0.8681227086061561,0.6647481675353784
3,0.8654572763968081,0.8536714177981422,0.6773403524101134
4,0.777724893639485,0.7058128095861222,0.7405155674034231
5,0.7297630426961751,0.8964418596965639,0.6683899413335667
6,0.7045492905591215,0.621659863261959,0.7724647900552736
7,0.6782664760769833,0.6356126197890656,0.7691357308343234
8,0.6519018813967705,0.5964688075756704,0.7808248514641403
9,0.6228260704094455,0.5867087066274237,0.7941553612565403
10,0.6241473317323696,0.6000194083395842,0.7923577635441588
11,0.591586867879544,0.6139336112584617,0.7861900486980645
12,0.575193162014087,0.550688405521214,0.806144474684116
13,0.6049569169680278,0.5551987355071548,0.8078548887076205
14,0.55311631615318,0.5706073145155568,0.8041250301701196
15,0.5401799285163482,0.5880335555034312,0.8053326998343083
16,0.5318560298177458,0.5243492682741301,0.8222888079969844
17,0.5256180021290978,0.5342156890326658,0.8230426751973811
18,0.5285614974441982,0.4777208912513546,0.8350985029783249
19,0.5224286817812493,0.4753907656901189,0.8443926600696638
20,0.5203361601347015,0.4656854348408209,0.8434794539061131
21,0.47707930507049673,0.4776869135455707,0.8417879626271283
22,0.4891438992339231,0.48358241875177704,0.8363487971102702
23,0.4879815746630941,0.47323587275034673,0.842724976005842
24,0.49781392312475614,0.4481944372449574,0.8516953120481786
25,0.45844947502371813,0.42429597930026214,0.8600485081251659
26,0.4659227267705968,0.47182811473219377,0.8480210821340765
27,0.46611465072880187,0.44529459072981736,0.8539657988296772
28,0.4635653344914317,0.4562201359107889,0.8488499586835926
29,0.4410999602505139,0.42616198905366093,0.8566773231180946
30,0.46537835740794736,0.49671437926087025,0.8352510675859676
31,0.44972476718858595,0.41641131751994426,0.8614576590280673
32,0.43782119984250695,0.44598115643335356,0.8547517113696594
33,0.4414065967801781,0.42363246714041847,0.8618287781468151
34,0.43440858728828885,0.42977217061294093,0.8592597659449464
35,0.42739282146628416,0.4208622245822807,0.8622212547797623
36,0.41841806566254014,0.4211304335150163,0.868245988878701
37,0.4302690215231407,0.43396587622024724,0.858700996743787
38,0.4065257336057368,0.4087651842651335,0.8692320178050982
39,0.4057663966857252,0.40145603893324733,0.8711109059517194
40,0.4044353698158548,0.4192313777308005,0.8687054882648862
41,0.39939025684836366,0.39211996380441094,0.8739281250337408
42,0.4066845726487892,0.4098003373506504,0.8720706130495466
43,0.38945692686275357,0.42024974370173906,0.8680062581699094
44,0.39148027568700766,0.388409819919616,0.8762618136285493
45,0.3906641545040267,0.42193247079597535,0.8585237873348638
46,0.3816249848299083,0.3828091096586069,0.8805013450350914
47,0.38153745435355674,0.40524381672258714,0.8674685118372482
48,0.38947495893530903,0.39915955585201046,0.8703805963466491
49,0.40628923310765197,0.40319125739404477,0.8704913520102219
50,0.37912135691869825,0.36733658828244015,0.8835539463042289
51,0.3747374251041384,0.4608890961704625,0.857413000622369
52,0.3899492438793892,0.3935393330993483,0.874036724626438
53,0.3846196566752735,0.39443636756088285,0.8759702506736127
54,0.376133849862076,0.3867766519102293,0.8789316815961125
55,0.381419356522106,0.3632034741316897,0.8829457431780134
56,0.36613961165504794,0.3791481713336465,0.8781201343402208
57,0.3643879545409055,0.3973353555350489,0.8795826672339723
58,0.37802711317227,0.3906137540785445,0.878274713928668
59,0.3920243990385816,0.39424268760391185,0.8747700431939865
60,0.37064385917037723,0.35611460890268554,0.8847822109796132
61,0.36465242780922424,0.3825361057738396,0.8757386786462692
62,0.3730171643374931,0.38334523768139045,0.8780683438264534
63,0.3574702736256378,0.3813601438132291,0.8773763254804517
64,0.3571483762934804,0.36702973900262165,0.8849782443509372
65,0.3541707638917225,0.4352553065715207,0.8637386211373255
66,0.3735538204156217,0.38886748307158014,0.8765227838058175
67,0.3621211538179999,0.4056521373725421,0.8737413248795007
68,0.35149129462384043,0.38532919857046893,0.8870081587567875
69,0.35962356518776645,0.35463046166743784,0.8882171085556355
70,0.3618984425263036,0.37742350479537573,0.884269747486841
71,0.3655938971698994,0.36508329130860195,0.8842447188033741
72,0.35394107271872816,0.3849123122447447,0.8777955210858587
73,0.34283819728131804,0.36483653878944144,0.883991495032949
74,0.3475657617229791,0.3870647434346579,0.8805826517119048
75,0.3627941526206476,0.42423117639043845,0.8699648859491346
76,0.3505062575939865,0.3698145821564705,0.8826888542980285
77,0.3640621584352283,0.364590048160706,0.8840738770357001
78,0.3483660613497098,0.3808383664518997,0.878800912977925
79,0.35658731350586526,0.3491371124605271,0.8909703638095681
80,0.3490094572216982,0.35433929636319345,0.8862739970334814
81,0.35562026069632596,0.34975091479970394,0.8879175711285465
82,0.3496210131350727,0.3552124781055829,0.889205921928841
83,0.34797319331694215,0.3532546653311599,0.8877181042878489
84,0.3543472724833659,0.34398184957083416,0.8885527490995094
85,0.34012835933161634,0.3693789177246996,0.8846839961383026
86,0.3565257537755228,0.3623120639020124,0.8813703260941207
87,0.35385835185824405,0.34382195490085193,0.8887967155461672
88,0.3656097778429588,0.378860905477022,0.8784251085196849
89,0.3518897346087864,0.38922813548580615,0.8747629697829055
90,0.3449026386652674,0.3537021548663442,0.8874978472813642
91,0.35083181850966955,0.36135547684908315,0.8830345513961292
92,0.34434991193314396,0.38243106911210595,0.8804632017149614
93,0.3461326193685333,0.348569279083529,0.8881161787327035
94,0.3312411011861903,0.3375894049232876,0.8925920677403248
95,0.34885411353870516,0.37337617316862215,0.8797626578624682
96,0.33034457971474956,0.3458334914836529,0.888663153552683
97,0.339804190858489,0.34751353805532326,0.8870044438748559
98,0.33989833484270743,0.3550993331355622,0.8882560448159598
99,0.3333140477272017,0.3686558901634369,0.8821493105447735
100,0.3244052125584512,0.3790036806257794,0.8772822015204459
101,0.33532415440394764,0.35873382965203476,0.8857038767185628
102,0.3304053083150869,0.36656442046719223,0.8811968003756198
103,0.33087335856897493,0.3461101338191814,0.889241275764867
104,0.3388882221299268,0.3676434277456153,0.8858611724272204
105,0.35199085346290043,0.3583177956374916,0.8853906442702518
106,0.34574596886301323,0.3452500078097187,0.8900424780632796
107,0.3443718187599665,0.334520106745028,0.8920498213304185
108,0.3507344115259392,0.3450090946327593,0.8869466695931191
109,0.327158371252673,0.3354183090347293,0.8908884016831512
110,0.3281519813729184,0.3479852652982683,0.8880709218857592
111,0.3260866223701409,0.35663021506892667,0.8867083035854864
112,0.33443295544989055,0.34715260340001536,0.889834460928989
113,0.3229814098704429,0.3881561157192934,0.8756192054381761
114,0.32196296763029836,0.3724956281130781,0.8785047676846971
115,0.32966854943051227,0.3533165524336132,0.8898514725416885
116,0.3334324219397136,0.36197843777670247,0.8856577934737159
117,0.33153804488302696,0.3623474316822516,0.8811324629089606
118,0.3278365705517076,0.3491631938723495,0.8896529684794476
119,0.31727980846273046,0.3307228309001673,0.8955343340529563
120,0.33181238935462065,0.41600150063734603,0.8677008427796874
121,0.3327075457377803,0.33067547159923893,0.8921197496094347
122,0.3260190002531523,0.3225566435076699,0.8967200362244392
123,0.31607494827892096,0.3518588634308528,0.8885353040627697
124,0.32143736749532675,0.3261229814080572,0.8944451183714195
125,0.330738349010547,0.3340307607667873,0.891336753393501
126,0.3278924061251538,0.3662636450844238,0.8842468220862864
127,0.33049159787063087,0.330678659176605,0.895111745843184
128,0.33281264549032563,0.3308413125373222,0.8926242877208797
129,0.33129575516851173,0.3501799829757294,0.8904662300346806
