,train,val,iou
0,1.4636052931558359,1.248660428027312,0.4235103801877479
1,1.1752530267820671,1.1145045973857244,0.501389925616356
2,1.1222099162323373,1.148223940829436,0.4894089705579596
3,1.1185718081506766,1.081983406941096,0.5394845109629993
4,1.0605333695459254,1.0337773937980335,0.550368543898915
5,1.0764270142210481,0.9671486210823059,0.5711796623857146
6,1.0814517974293847,1.0107095455129942,0.5585848582727844
7,1.0270699003072972,1.278683106104533,0.40849936023461514
8,1.0277625663039829,1.0335028553009034,0.5406179147187449
9,0.957197482841955,0.9120757262408733,0.6291967666001809
10,0.9180962271253827,1.2879241465528806,0.450841566359755
11,0.9247062731306878,0.8133541673918565,0.6696980557895871
12,0.8825137626397218,0.7778103309373061,0.6950887286818787
13,0.860337264486042,0.7897490401566029,0.6934604604348481
14,0.811656383911209,0.9209818006555239,0.6278585351530732
15,0.7941716818112723,0.8134416898091634,0.686773812935563
16,0.8042032587311357,0.8833770047624906,0.6329941488960986
17,0.8339426857484898,0.8420295056700706,0.6778266360411801
18,0.7684738361079928,0.6944132208327453,0.7347099148130991
19,0.7209315250317255,0.6812363555034001,0.7497555706355533
20,0.7060538404599321,0.6755328875283401,0.751333766819209
21,0.7171952604477954,0.7120577071110408,0.7336064272793997
22,0.7579827772479661,0.6542983954648177,0.7504699639941962
23,0.7193482686096514,0.7360622435808182,0.7114547991273888
24,0.7073797747632707,0.6849884206056595,0.7502967115571633
25,0.7199209493370683,0.7600268077850342,0.7005603965510617
26,0.7163720779785527,0.6477011554439862,0.7564615305770058
27,0.6660664080699005,0.6107633365194003,0.7739627787974916
28,0.6532221033889363,0.6097068146864573,0.7804610853420918
29,0.6857797667174272,0.6085339501748482,0.7753699876890001
30,0.6347976082962163,0.6151451366394758,0.777197101749613
31,0.6630507971514279,0.6827381357550621,0.7385967496254048
32,0.6723241443645227,0.6327478394905726,0.7623913166315192
33,0.6503337219777242,0.6204230292141437,0.7755278838002215
34,0.6291639106829121,0.5878071693331003,0.7810610984915969
35,0.6140153097784575,0.6897793346643448,0.7280688768264343
36,0.6361886088172315,0.5794521681716045,0.7885396611051224
37,0.6537673856031168,0.6320757713417212,0.7679727006020879
38,0.6232607601114282,0.5615745934595664,0.7988620688710031
39,0.6144773709662084,0.5437456149359544,0.8086473367862409
40,0.6095323357643656,0.5581244944781065,0.7969586972479223
41,0.6096755528533963,0.5387380000700553,0.7987214030417144
42,0.5454520499902152,0.5346387561907371,0.8130446959466303
43,0.53277286554866,0.6438082408905029,0.7627691502523758
44,0.5473022778199312,0.5371889090786378,0.8067512181141346
45,0.5432822834962691,0.5168052277714014,0.8216420659035897
46,0.5208318903342659,0.48893777531882127,0.8333842876652134
47,0.5079617564666998,0.5035708171874285,0.8269318589838164
48,0.5437457462151846,0.5103135580072801,0.8240451913237217
49,0.4915262680903007,0.4808092315495014,0.8337553358918904
50,0.506141081294963,0.4679221188525359,0.8336023433436773
51,0.4963523083729363,0.47692452219625314,0.8372575692385504
52,0.48078075138755805,0.4532121683657169,0.8367117989810933
53,0.48755621873367,0.49652245414753754,0.8268491452525099
54,0.49263061563803556,0.46278453377385936,0.8479403632348382
55,0.4734994090498893,0.47786023723582427,0.8405813595088196
56,0.5140259947120583,0.5020339176058769,0.830874284163063
57,0.47673702640502663,0.4563457487275203,0.8470374750323619
58,0.4638143724154139,0.4439936023950577,0.8475650276649264
59,0.47568986582364275,0.42470487440625826,0.8499332252080107
60,0.47638475065919716,0.4544481096168359,0.8426269876351745
61,0.4693783792916318,0.46146375946700574,0.8452121863352664
62,0.4959059445091257,0.4495774000386397,0.8437451668179661
63,0.4691916782356484,0.4309164766222239,0.8500402384523139
64,0.4858189280464056,0.4666525998959939,0.8393497557191559
65,0.4492638018244589,0.4766620236138503,0.8418041500514151
66,0.4496796717910979,0.43396137083570163,0.8518931118432631
67,0.4811610549233609,0.553268509755532,0.817100717202396
68,0.4678457036019771,0.4534673332174619,0.8465780850486369
69,0.4547417908557144,0.4079068867365519,0.8558914604781672
70,0.4485189014162536,0.4468091712643703,0.8388118871112653
71,0.47338129789896416,0.45075460970401765,0.8425415468279268
72,0.45026500760949273,0.4812461797644695,0.8301124581085444
73,0.4426935522908896,0.42178152337670327,0.8515618205435125
74,0.42915479649960153,0.40961927307148777,0.8611173564244843
75,0.41216237867522126,0.4092290252322952,0.8513084557240237
76,0.41924476487116075,0.38226993394394715,0.8665492442334431
77,0.4802725172903336,0.4431048805390795,0.8453448340718998
78,0.4471870572634146,0.4338941864917676,0.8468295646241837
79,0.4526838258328572,0.3994306738177935,0.8592013456681877
80,0.3974345972490423,0.3830937784910202,0.8637789763222296
